category,subcategory,name,brand,sku,unit,vat_rate,internal_unit_price,internal_cost,type,active,tags
Securite,Intrusion,Centrale alarme,Ajax,SEC-AJX-002,piece,20,0,0,fourniture,true,securite;intrusion;alarme;ajax
Securite,Intrusion,Detecteur mouvement,Ajax,SEC-AJX-003,piece,20,0,0,fourniture,true,securite;intrusion;ajax
Securite,Intrusion,Detecteur ouverture,Ajax,SEC-AJX-004,piece,20,0,0,fourniture,true,securite;intrusion;ajax
Securite,Intrusion,Sirene interieure,Ajax,SEC-AJX-005,piece,20,0,0,fourniture,true,securite;intrusion;ajax
Securite,Intrusion,Sirene exterieure,Ajax,SEC-AJX-006,piece,20,0,0,fourniture,true,securite;intrusion;ajax
Securite,Intrusion,Clavier alarme,Ajax,SEC-AJX-007,piece,20,0,0,fourniture,true,securite;intrusion;alarme;ajax
Securite,Intrusion,Telecommande alarme,Ajax,SEC-AJX-008,piece,20,0,0,fourniture,true,securite;intrusion;alarme;ajax
Securite,Intrusion,Bouton panique,Ajax,SEC-AJX-009,piece,20,0,0,fourniture,true,securite;intrusion;ajax
Securite,Videosurveillance,Camera IP 2MP,Hikvision,SEC-HIK-001,piece,20,0,0,fourniture,true,securite;videosurveillance;camera;hikvision
Securite,Videosurveillance,Camera IP 4MP,Hikvision,SEC-HIK-002,piece,20,0,0,fourniture,true,securite;videosurveillance;camera;hikvision
Securite,Videosurveillance,Camera dome,Dahua,SEC-DAH-001,piece,20,0,0,fourniture,true,securite;videosurveillance;camera;dahua
Securite,Videosurveillance,Camera exterieure,Dahua,SEC-DAH-002,piece,20,0,0,fourniture,true,securite;videosurveillance;camera;dahua
Securite,Videosurveillance,NVR 4 voies,Hikvision,SEC-HIK-003,piece,20,0,0,fourniture,true,securite;videosurveillance;hikvision
Securite,Videosurveillance,NVR 8 voies,Dahua,SEC-DAH-003,piece,20,0,0,fourniture,true,securite;videosurveillance;dahua
Securite,Controle d acces,Lecteur badge,Hikvision,SEC-HIK-004,piece,20,0,0,fourniture,true,securite;controle-acces;hikvision
Securite,Controle d acces,Clavier code,Hikvision,SEC-HIK-005,piece,20,0,0,fourniture,true,securite;controle-acces;hikvision
Securite,Controle d acces,Gache electrique,Dahua,SEC-DAH-004,piece,20,0,0,fourniture,true,securite;controle-acces;dahua
Securite,Controle d acces,Controle acces connecte,Dahua,SEC-DAH-005,piece,20,0,0,fourniture,true,securite;controle-acces;dahua
Main d oeuvre,Diagnostic,Diagnostic panne electrique,HG ELEC,MO-HGE-001,heure,0,0,0,main_oeuvre,true,main-oeuvre;diagnostic;hgelec
Main d oeuvre,Diagnostic,Diagnostic tableau,HG ELEC,MO-HGE-002,heure,0,0,0,main_oeuvre,true,main-oeuvre;diagnostic;tableau;hgelec
Main d oeuvre,Diagnostic,Diagnostic reseau RJ45,HG ELEC,MO-HGE-003,heure,0,0,0,main_oeuvre,true,main-oeuvre;diagnostic;rj45;hgelec
Main d oeuvre,Installation,Installation prise,HG ELEC,MO-HGE-004,piece,0,0,0,main_oeuvre,true,main-oeuvre;installation;prise;hgelec
Main d oeuvre,Installation,Installation interrupteur,HG ELEC,MO-HGE-005,piece,0,0,0,main_oeuvre,true,main-oeuvre;installation;interrupteur;hgelec
Main d oeuvre,Installation,Installation tableau,HG ELEC,MO-HGE-006,piece,0,0,0,main_oeuvre,true,main-oeuvre;installation;tableau;hgelec
Main d oeuvre,Installation,Installation luminaire,HG ELEC,MO-HGE-007,piece,0,0,0,main_oeuvre,true,main-oeuvre;installation;hgelec
Main d oeuvre,Installation,Installation VMC,HG ELEC,MO-HGE-008,piece,0,0,0,main_oeuvre,true,main-oeuvre;installation;vmc;hgelec
Main d oeuvre,Installation,Tirage de cable,HG ELEC,MO-HGE-009,ml,0,0,0,main_oeuvre,true,main-oeuvre;installation;cable;hgelec
Main d oeuvre,Installation,Pose goulotte,HG ELEC,MO-HGE-010,ml,0,0,0,main_oeuvre,true,main-oeuvre;installation;hgelec
Main d oeuvre,Depannage,Depannage urgence,HG ELEC,MO-HGE-011,heure,0,0,0,main_oeuvre,true,main-oeuvre;depannage;hgelec
Main d oeuvre,Depannage,Depannage prise,HG ELEC,MO-HGE-012,heure,0,0,0,main_oeuvre,true,main-oeuvre;depannage;prise;hgelec
Main d oeuvre,Depannage,Depannage tableau,HG ELEC,MO-HGE-013,heure,0,0,0,main_oeuvre,true,main-oeuvre;depannage;tableau;hgelec
Main d oeuvre,Depannage,Depannage eclairage,HG ELEC,MO-HGE-014,heure,0,0,0,main_oeuvre,true,main-oeuvre;depannage;hgelec
Main d oeuvre,Renovation,Renovation partielle,HG ELEC,MO-HGE-015,forfait,0,0,0,main_oeuvre,true,main-oeuvre;renovation;hgelec
Main d oeuvre,Renovation,Renovation complete,HG ELEC,MO-HGE-016,forfait,0,0,0,main_oeuvre,true,main-oeuvre;renovation;hgelec
Main d oeuvre,Renovation,Renovation tableau,HG ELEC,MO-HGE-017,forfait,0,0,0,main_oeuvre,true,main-oeuvre;renovation;tableau;hgelec
Main d oeuvre,Forfait,Forfait mise en service,HG ELEC,MO-HGE-018,forfait,0,0,0,main_oeuvre,true,main-oeuvre;forfait;hgelec
Main d oeuvre,Forfait,Forfait raccordement,HG ELEC,MO-HGE-019,forfait,0,0,0,main_oeuvre,true,main-oeuvre;forfait;hgelec
Main d oeuvre,Forfait,Forfait chantier demi-journee,HG ELEC,MO-HGE-020,forfait,0,0,0,main_oeuvre,true,main-oeuvre;forfait;hgelec
Main d oeuvre,Forfait,Forfait chantier journee,HG ELEC,MO-HGE-021,forfait,0,0,0,main_oeuvre,true,main-oeuvre;forfait;hgelec
Main d oeuvre,Deplacement,Deplacement 0-20km,HG ELEC,MO-HGE-022,forfait,0,0,0,deplacement,true,deplacement;forfait;hgelec
Main d oeuvre,Deplacement,Deplacement 20-40km,HG ELEC,MO-HGE-023,forfait,0,0,0,deplacement,true,deplacement;forfait;hgelec
Main d oeuvre,Deplacement,Deplacement 40-60km,HG ELEC,MO-HGE-024,forfait,0,0,0,deplacement,true,deplacement;forfait;hgelec
Consommables / Fixations,Visserie,Vis placo 25mm,Spax,CON-SPX-001,boite,20,0,0,fourniture,true,visserie;spax
Consommables / Fixations,Visserie,Vis bois 4x40,Spax,CON-SPX-002,boite,20,0,0,fourniture,true,visserie;spax
Consommables / Fixations,Visserie,Vis metal 4.2x13,Spax,CON-SPX-003,boite,20,0,0,fourniture,true,visserie;spax
Consommables / Fixations,Visserie,Vis auto-perceuse,Spax,CON-SPX-004,boite,20,0,0,fourniture,true,visserie;spax
Consommables / Fixations,Visserie,Vis inox 4x30,Spax,CON-SPX-005,boite,20,0,0,fourniture,true,visserie;spax
Consommables / Fixations,Chevilles,Cheville universelle 6mm,Fischer,CON-FIS-001,boite,20,0,0,fourniture,true,cheville;fischer
Consommables / Fixations,Chevilles,Cheville universelle 8mm,Fischer,CON-FIS-002,boite,20,0,0,fourniture,true,cheville;fischer
Consommables / Fixations,Chevilles,Cheville placo,Fischer,CON-FIS-003,boite,20,0,0,fourniture,true,cheville;fischer
Consommables / Fixations,Chevilles,Cheville lourde,Fischer,CON-FIS-004,boite,20,0,0,fourniture,true,cheville;fischer
Consommables / Fixations,Chevilles,Cheville chimique,Fischer,CON-FIS-005,boite,20,0,0,fourniture,true,cheville;fischer
Consommables / Fixations,Gaines,Gaine thermo retractable,3M,CON-3M-001,rouleau,20,0,0,fourniture,true,gaine;3m
Consommables / Fixations,Gaines,Ruban isolant,3M,CON-3M-002,rouleau,20,0,0,fourniture,true,gaine;3m
Consommables / Fixations,Gaines,Mastic isolant,3M,CON-3M-003,rouleau,20,0,0,fourniture,true,gaine;3m
Consommables / Fixations,Gaines,Ruban etancheite,3M,CON-3M-004,rouleau,20,0,0,fourniture,true,gaine;etanche;3m
Consommables / Fixations,EPI,Gants de protection,Ansell,CON-ANS-001,paire,20,0,0,fourniture,true,epi;ansell
Consommables / Fixations,EPI,Gants isolants,Ansell,CON-ANS-002,paire,20,0,0,fourniture,true,epi;ansell
Consommables / Fixations,EPI,Lunettes de protection,Ansell,CON-ANS-003,paire,20,0,0,fourniture,true,epi;ansell
Consommables / Fixations,EPI,Masque anti-poussiere,Ansell,CON-ANS-004,paire,20,0,0,fourniture,true,epi;ansell
Consommables / Fixations,EPI,Bouchons oreilles,Ansell,CON-ANS-005,paire,20,0,0,fourniture,true,epi;ansell
Consommables / Fixations,Isolants,Wago 221 lot 10,Wago,CON-WAG-001,boite,20,0,0,fourniture,true,isolant;wago
Consommables / Fixations,Isolants,Wago 221 lot 50,Wago,CON-WAG-002,boite,20,0,0,fourniture,true,isolant;wago
Consommables / Fixations,Isolants,Domino 5mm,Wago,CON-WAG-003,lot,20,0,0,fourniture,true,isolant;wago
Consommables / Fixations,Isolants,Embouts de cable,Wago,CON-WAG-004,lot,20,0,0,fourniture,true,isolant;cable;wago
Consommables / Fixations,Isolants,Colliers rilsan 200mm,Wago,CON-WAG-005,lot,20,0,0,fourniture,true,isolant;wago
